City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,bordj zemoura,36.2746,4.8567,294.88,31,0,0.69,DZ,1722901559
367,cuyo,10.8525,121.0086,301.24,80,100,5.93,PH,1722901561
368,murom,55.5656,42.0417,289.26,82,69,2.25,RU,1722901562
369,pangkalanbuun,-2.6833,111.6167,298.12,81,84,1.33,ID,1722901563
370,basoko,1.2391,23.616,295.91,85,70,0.35,CD,1722901564
371,antsiranana,-12.2787,49.2917,294.9,74,6,5.47,MG,1722901565
372,monte argentario,42.4345,11.1195,297.03,69,7,2.57,IT,1722901566
373,kalevala,65.2,31.1667,282.69,88,88,1.02,RU,1722901567
374,leninskoye,41.7589,69.3864,294.55,30,0,2.12,KZ,1722901568
375,novaya igirma,57.1334,103.9112,290.51,59,5,0.64,RU,1722901569
376,sao paulo de olivenca,-3.3783,-68.8725,299.93,76,98,1.29,BR,1722901570
377,kudahuvadhoo,2.6708,72.8944,301.73,73,100,2.63,MV,1722901571
378,tongchuan,35.0806,109.0897,298.98,73,0,1.56,CN,1722901572
379,sienna plantation,29.4861,-95.508,307.58,71,47,1.34,US,1722901573
380,amga,60.8953,131.9608,282.85,97,100,3.02,RU,1722901574
381,remire-montjoly,4.9167,-52.2667,300.17,83,0,1.03,GF,1722901575
382,mariinsk,56.2139,87.7472,288.22,94,99,2.69,RU,1722901576
383,tokar,18.4254,37.729,305.44,53,87,11.23,SD,1722901578
384,hithadhoo,-0.6,73.0833,301.39,75,100,1.87,MV,1722901579
385,sterlibashevo,53.4376,55.2578,289.42,91,96,1.04,RU,1722901580
386,daru,-9.0763,143.2092,297.88,88,100,6.51,PG,1722901581
387,novokayakent,42.3937,47.9861,298.82,73,64,3.28,RU,1722901583
388,guisa,20.255,-76.5386,299.53,87,100,0.59,CU,1722901584
389,aykhal,66.0,111.5,282.6,74,85,6.38,RU,1722901388
390,ruscova,47.7883,24.2808,287.66,94,94,1.9,RO,1722901586
391,farah,32.5,62.5,302.97,15,0,2.1,AF,1722901587
392,paramaribo,5.8667,-55.1667,302.1,79,20,3.09,SR,1722901588
393,eraan,9.0629,117.7016,300.6,80,87,1.24,PH,1722901589
394,ponta delgada,37.7333,-25.6667,297.55,88,40,2.06,PT,1722901590
395,harper,4.375,-7.7169,296.66,89,100,1.32,LR,1722901592
396,howrah,22.5892,88.3103,301.15,100,75,1.54,IN,1722901593
397,tengrela,10.4869,-6.4097,294.73,98,93,1.39,CI,1722901594
398,happy valley-goose bay,53.3168,-60.3315,295.32,43,40,3.09,CA,1722901595
399,rio grande,-32.035,-52.0986,291.21,95,76,6.98,BR,1722901261
400,bandarbeyla,9.4942,50.8122,298.0,78,77,11.69,SO,1722901597
401,sylvan lake,52.3168,-114.0853,293.91,60,75,3.09,CA,1722901599
402,igrim,63.1906,64.4162,283.61,73,100,4.41,RU,1722901600
403,bowen,-20.0167,148.2333,294.02,73,46,4.26,AU,1722901601
404,acapulco de juarez,16.8634,-99.8901,303.05,70,40,2.57,MX,1722901602
405,vadso,70.0744,29.7487,283.64,93,100,3.6,NO,1722901603
406,kilimatinde,-5.85,34.95,290.39,58,1,2.13,TZ,1722901604
407,xining,36.6167,101.7667,289.67,74,90,0.5,CN,1722901605
408,bullhead city,35.1478,-114.5683,318.75,18,98,2.68,US,1722901607
409,suva,-18.1416,178.4415,297.86,53,20,3.6,FJ,1722901608
410,rawalpindi,33.6007,73.0679,302.17,84,50,2.17,PK,1722901609
411,nantucket,41.2835,-70.0995,298.72,88,0,3.09,US,1722901341
412,mont-laurier,46.5501,-75.4993,289.94,94,63,1.39,CA,1722901611
413,siwa oasis,29.2041,25.5195,303.54,38,0,2.92,EG,1722901612
414,qrendi,35.8347,14.4583,299.88,83,20,1.54,MT,1722901614
415,taltal,-25.4,-70.4833,288.4,68,12,1.31,CL,1722901615
416,ribeira brava,32.65,-17.0667,297.5,76,25,2.35,PT,1722901616
417,kiunga,-6.1219,141.2906,297.0,94,93,1.64,PG,1722901617
418,grybow,49.6244,20.948,288.53,96,94,1.68,PL,1722901619
419,urumqi,43.801,87.6005,296.68,41,100,2.0,CN,1722901620
420,lautoka,-17.6167,177.4667,299.07,44,20,4.63,FJ,1722901622
421,guadalupe y calvo,26.1,-106.9667,288.51,86,98,2.05,MX,1722901623
422,wuwei,37.9281,102.6414,298.34,32,94,6.84,CN,1722901624
423,dondo,-19.6094,34.7431,295.88,97,21,1.62,MZ,1722901625
424,praia da vitoria,38.7333,-27.0667,298.29,83,20,1.6,PT,1722901626
425,ciudad lazaro cardenas,17.9583,-102.2,301.8,76,100,1.21,MX,1722901377
426,north battleford,52.7834,-108.2847,292.2,72,75,7.72,CA,1722901628
427,chatelaillon-plage,46.0719,-1.0893,293.24,89,0,2.06,FR,1722901629
428,olyokminsk,60.3736,120.4264,290.5,74,33,0.54,RU,1722901630
429,ciro marina,39.3732,17.126,300.11,56,0,2.21,IT,1722901631
430,bellevue,47.6104,-122.2007,301.54,52,0,3.6,US,1722901525
431,port lincoln,-34.7333,135.8667,285.31,80,68,5.51,AU,1722901633
432,szabadszallas,46.8758,19.2232,290.39,74,65,3.97,HU,1722901634
433,tosontsengel,48.7567,98.2839,287.08,54,66,2.06,MN,1722901635
434,guerrero negro,27.9769,-114.0611,297.57,66,90,6.95,MX,1722901636
435,malvan,16.0667,73.4667,299.09,89,86,5.15,IN,1722901637
436,linshui,36.4247,114.2047,301.08,80,11,1.39,CN,1722901638
437,sao jose da coroa grande,-8.8978,-35.1478,297.21,71,19,5.39,BR,1722901380
438,urucara,-2.5364,-57.76,299.91,45,2,1.84,BR,1722901641
439,arteche,12.2645,125.4048,300.31,87,100,1.38,PH,1722901642
440,quepos,9.4236,-84.1652,299.61,84,81,0.8,CR,1722901643
441,san rafael,-34.6177,-68.3301,286.16,27,64,9.47,AR,1722901644
442,pacific grove,36.6177,-121.9166,296.97,84,40,4.63,US,1722901645
443,aleshtar,33.8633,48.2619,293.17,30,2,0.51,IR,1722901646
444,baihar,22.1,80.55,295.61,98,96,1.14,IN,1722901647
445,coahuayana de hidalgo,18.7,-103.6583,302.79,75,98,3.09,MX,1722901648
446,sinabang,2.4803,96.3801,298.81,81,96,0.51,ID,1722901363
447,santa rosalia,27.3167,-112.2833,306.03,49,19,1.75,MX,1722901650
448,mount gambier,-37.8333,140.7667,282.92,87,88,3.83,AU,1722901651
449,emerald,-23.5333,148.1667,291.12,77,82,1.72,AU,1722901652
450,usinsk,65.9939,57.5281,279.75,72,34,5.95,RU,1722901653
451,puspokladany,47.3167,21.1167,288.26,86,34,0.21,HU,1722901654
452,weno,7.4515,151.8468,302.12,84,75,1.54,FM,1722901655
453,al mijlad,11.0333,27.7333,299.49,67,85,5.35,SD,1722901656
454,bosaso,11.2842,49.1816,303.48,67,100,1.04,SO,1722901658
455,pomichna,48.2422,31.4158,291.15,46,96,1.84,UA,1722901659
456,yanchep,-31.55,115.6833,285.49,85,5,4.92,AU,1722901660
457,salinas,36.6777,-121.6555,299.24,72,0,7.72,US,1722901661
458,mabaruma,8.2,-59.7833,298.71,86,100,1.5,GY,1722901662
459,narayanganj,23.6233,90.5011,300.16,90,100,2.1,BD,1722901663
460,sierra grande,-41.606,-65.3557,283.12,66,100,2.9,AR,1722901664
461,mezhdurechenskiy,59.6,65.9333,289.76,81,67,2.0,RU,1722901665
462,barcelos,41.5388,-8.6151,291.31,96,1,1.56,PT,1722901666
463,sabinanigo,42.5192,-0.3661,296.33,64,2,2.29,ES,1722901667
464,dhuusamarreeb,5.535,46.3861,296.14,71,62,8.6,SO,1722901668
465,luanda,-8.8368,13.2343,293.15,94,20,1.03,AO,1722901669
466,jiuquan,39.7432,98.5174,299.64,24,76,3.99,CN,1722901670
467,rabo de peixe,37.8,-25.5833,296.88,88,40,2.06,PT,1722901671
468,vuktyl,63.8567,57.3094,284.36,69,96,3.58,RU,1722901672
469,ouesso,1.6136,16.0517,294.37,91,64,0.94,CG,1722901673
470,carnoustie,56.5014,-2.7091,291.52,88,75,2.57,GB,1722901675
471,anna regina,7.2644,-58.5077,300.34,79,70,3.8,GY,1722901676
472,coquimbo,-29.9533,-71.3436,285.36,73,0,2.57,CL,1722901396
473,karatau,43.1667,70.4667,295.64,29,4,3.7,KZ,1722901678
474,tual,-5.6667,132.75,298.51,85,77,8.5,ID,1722901679
475,ketchikan,55.3422,-131.6461,291.39,72,24,0.76,US,1722901634
476,aqadyr,48.2553,72.8483,292.28,45,100,1.38,KZ,1722901681
477,az zahiriyah,31.4097,34.9733,295.01,77,0,1.55,PS,1722901682
478,huarmey,-10.0681,-78.1522,289.64,86,2,7.26,PE,1722901683
479,rehoboth,-23.3167,17.0833,281.68,38,0,0.99,NA,1722901684
480,garachico,28.7781,-17.7646,294.21,68,0,5.66,ES,1722901685
481,soja,34.6667,133.75,306.39,75,75,2.06,JP,1722901686
482,quelimane,-17.8786,36.8883,295.12,94,0,2.68,MZ,1722901687
483,al mahwit,15.4701,43.5448,291.04,72,100,1.01,YE,1722901688
484,tibanbang,6.6315,126.1055,300.84,79,96,0.77,PH,1722901689
485,lomo de arico,28.1667,-16.4833,294.52,75,75,2.57,ES,1722901691
486,twentynine palms,34.1356,-116.0542,316.23,17,11,1.79,US,1722901692
487,galliano,29.4422,-90.2992,306.15,66,0,2.06,US,1722901694
488,port hedland,-20.3167,118.5667,288.18,72,99,3.6,AU,1722901695
489,katsuura,35.1333,140.3,300.01,83,8,3.31,JP,1722901649
490,al muwayh,22.4333,41.7583,301.29,54,100,6.68,SA,1722901697
491,cimin,39.7101,39.7021,290.19,52,0,1.03,TR,1722901698
492,dwarka,22.2394,68.9678,300.84,86,100,9.25,IN,1722901699
493,poshekhon'ye,58.4993,39.1353,286.3,99,31,1.9,RU,1722901700
494,mandalay,21.9747,96.0836,297.84,92,100,3.29,MM,1722901701
495,kukawa,12.9234,13.5606,297.97,81,100,2.36,NG,1722901702
496,alotau,-10.3069,150.4462,297.21,94,100,2.08,PG,1722901703
497,loango,-4.6719,11.8312,295.96,78,100,1.54,CG,1722901704
498,armacao de buzios,-22.7469,-41.8817,297.18,86,0,9.33,BR,1722901540
499,emporia,38.4039,-96.1817,310.26,26,0,4.63,US,1722901706
500,coronel suarez,-37.4547,-61.9334,282.56,85,92,2.58,AR,1722901707
501,nizhniy kuranakh,58.8353,125.4869,284.82,98,100,1.41,RU,1722901708
502,gaffney,35.0718,-81.6498,300.82,73,100,4.03,US,1722901709
503,franklin,39.9667,-83.0166,304.89,61,0,4.63,US,1722901115
504,malanje,-9.5402,16.341,290.94,78,24,3.28,AO,1722901711
505,mossel bay,-34.1831,22.146,283.11,63,0,1.3,ZA,1722901713
506,pitimbu,-7.4706,-34.8086,296.48,77,15,6.09,BR,1722901715
507,una,20.8167,71.0333,299.84,86,100,5.93,IN,1722901716
508,sason,38.3364,41.413,301.12,16,0,4.06,TR,1722901717
509,island harbour,50.724,-1.2758,292.16,79,89,1.34,GB,1722901718
510,san antonio de pale,-1.4014,5.6325,295.1,75,100,4.49,GQ,1722901426
511,badiyah,22.45,58.8,300.93,61,99,5.27,OM,1722901720
512,berezovyy,51.6667,135.7,298.95,70,100,1.95,RU,1722901721
513,luba,3.4568,8.5547,298.09,90,100,4.08,GQ,1722901722
514,tselinnoye,53.0833,85.6667,287.49,95,48,2.83,RU,1722901723
515,hutchinson island south,27.2995,-80.2205,302.62,88,100,3.58,US,1722901724
516,chapaev,50.2,51.1667,295.2,67,89,1.96,KZ,1722901725
517,princeton,25.5384,-80.4089,304.27,75,0,5.14,US,1722901726
518,pagar alam,-4.0167,103.2667,293.29,84,48,0.83,ID,1722901727
519,priargunsk,50.3691,119.1012,294.44,67,66,1.12,RU,1722901729
520,la sarre,48.8002,-79.1996,288.62,62,66,2.41,CA,1722901730
521,ada,43.4166,-116.1262,306.49,58,40,5.14,US,1722901731
522,oranjemund,-28.55,16.4333,285.36,81,0,8.97,NA,1722901732
523,kailua-kona,19.6406,-155.9956,301.13,82,40,4.12,US,1722901611
524,kayangel,8.0823,134.7173,302.01,74,100,3.66,PW,1722901734
525,saint-philippe,-21.3585,55.7679,291.92,79,54,1.66,RE,1722901735
526,san andres,12.5847,-81.7006,303.16,79,20,4.63,CO,1722901736
527,careiro da varzea,-3.2003,-59.8119,304.5,43,38,1.98,BR,1722901737
528,plastun,44.7561,136.2939,293.61,61,28,1.9,RU,1722901738
529,pak phanang,8.3511,100.202,298.16,83,98,1.59,TH,1722901739
530,humaita,-7.5061,-63.0208,301.01,34,4,1.14,BR,1722901740
531,ancud,-41.8697,-73.8203,280.78,85,100,11.32,CL,1722901741
532,porto seguro,-16.4497,-39.0647,296.44,73,20,1.03,BR,1722901507
533,iwye,53.9299,25.7727,287.92,92,99,0.13,BY,1722901744
534,heihe,50.2441,127.4902,296.47,64,0,1.39,CN,1722901745
535,kalpatta,11.6106,76.0822,292.97,99,100,0.81,IN,1722901746
536,rancho santa margarita,33.6409,-117.6031,312.53,38,59,2.24,US,1722901747
537,chul'man,56.8479,124.9104,285.03,98,100,4.17,RU,1722901748
538,geraldton,-28.7667,114.6,282.38,87,0,6.69,AU,1722901488
539,ipameri,-17.7219,-48.1597,294.23,42,22,3.37,BR,1722901750
540,tanjung pandan,-2.75,107.65,298.91,81,72,3.38,ID,1722901751
541,illizi,26.4833,8.4667,305.04,24,0,3.05,DZ,1722901753
542,carutapera,-1.195,-46.02,298.99,80,23,3.94,BR,1722901754
543,acarau,-2.8856,-40.12,298.45,80,99,7.57,BR,1722901755
544,urangan,-25.3,152.9,291.66,80,46,3.76,AU,1722901756
545,salahonda,2.1019,-78.7217,299.26,81,94,5.24,CO,1722901757
546,bikenibeu village,1.3673,173.1241,302.29,65,76,5.13,KI,1722901758
547,isla mujeres,21.2311,-86.731,304.18,82,54,3.66,MX,1722901759
548,arno,60.1167,18.6333,290.81,94,5,2.32,SE,1722901760
549,tomatlan,19.9333,-105.25,299.88,86,86,1.35,MX,1722901762
550,flin flon,54.7682,-101.865,296.06,38,100,3.6,CA,1722901763
551,woolgoolga,-30.1106,153.2007,289.28,79,75,2.87,AU,1722901764
552,merizo village,13.2658,144.6691,303.14,84,97,2.04,GU,1722901765
553,sao tome,0.3365,6.7273,296.39,83,58,6.88,ST,1722901766
